10013573	DIZZEN
10047899	20 lbs gewinnen
10037211	hyper
10033775	prickelnd
10033799	verkrüppelt
10061920	verrückter
10058920	Syndrom der ruhelosen Beine
10004716	binge
10019211	Kopfschmerzen
10003119	Herzrhythmusstörungen
10016322	sich beschissen anfühlen
10047899	an Gewicht zunehmen
10047899	Gewichtszunahme
10020466	hungrig
10041349	schläfrig
10013573	verrückt
10047899	an Gewicht zunehmen
10016322	kein gutes Gefühl
10057667	Bi-Polar
10064805	darf Ihr Gehirn NICHT abschalten
10047899	Gewichtszunahme
10028596	als hätte ich einen Herzinfarkt
10000125	verrückte Scheiße in meinen Träumen
10000125	Träume
10002855	Angst
10016322	zombifiziert
10024264	Lethargie
10016322	zombiehaft
10041349	Dunst
10000087	Bauchschmerzen
10025482	siiiiiiiiiiiiiiiiiiiiiiiiiiick
10041349	schläfrig
10048010	zieht sich zurück
10047899	Gewichtszunahme
10041349	schläfrig
10027951	Stimmung
10033557	das Herz schmerzte
10061920	Wahnsinn
10053615	brennt
10057667	bipolar
10048010	wdrawal
10011401	crohns
10042209	stressigen
10034972	Sonnenempfindlichkeit
10003549	zappen Sie mich von aller Energie
10047899	Gewicht zugenommen
10043757	Schilddrüse
10028836	Nackenschmerzen
10047899	18 kg zunehmen
10033664	Panikattacke
10047700	Erbricht
10022998	gereizt
10047895	Tonnen von Gewicht verloren
10047895	Gewichtsverlust
10047340	Schwindelgefühl
10020765	schlafen
10044565	schüttelt
10027599	Migräne
10020765	15 Stunden schlafen
10022437	Schlafplan eines verdammten Vampirs
10016256	müde
10027175	Vergessen
10016256	Müdigkeit
10027599	Migräne
10036018	PEE SO OFTEN
10020765	So gut wie tot
10041002	Schlaflähmung
10019133	Kater
10029898	OCD
10020765	14-stündiger Mittagsschlaf
10033371	Schmerz
10000496	Akne
10000125	alle Arten von Verrückten träumen
10006514	knirscht ihnen die Scheiße aus den Zähnen
10029412	Alpträume
10048010	Rückzug
10021654	Portionen Wahrscheinlich zu groß
10016256	müde
10022437	niemals schlafen
10041349	schläfrig
10029898	OCD
10061461	Ohnmacht
10029412	schlechte Träume
10027175	Löcher in meinem Kopf
10067125	hat meine Leber zerstört
10047700	Fast erbrochen
10019211	Kopfschmerzen
10027175	mein Gedächtnis durcheinander bringen
10013781	Mundtrockenheit
10046571	uti
10022998	Reizbarkeit
10061428	kein Appetit
10013573	schwindlig
10061428	meinen Appetit loswerden
10019075	siehe Formen
10058920	RLS
10041349	Schwierigkeiten beim Aufwachen
10061920	verrückter ish
10019211	Kopfschmerzen
10061087	Bindegewebe
10028596	Herzinfarkt
10016322	Zombie
10048010	Rückzüge
10019211	Kopfschmerzen
10009192	Venen
10041349	schläfrig
10013774	trockene Augen
10016322	Zombies
10013663	süchtig machend
10020937	gefühllos
10029223	meine Nervenenden zu reizen
10015535	Optimieren von
10011401	crohns
10061428	kann nicht essen
10025482	krank
10050012	langsam
