10013573	DIZZING
10047899	gain 20 lbs
10037211	hyper
10033775	tingling
10033799	crippled
10061920	crazier
10058920	Restless Leg Syndrome
10004716	binge
10019211	headache
10003119	heart arrhythmia
10016322	feel like crap
10047899	gain weight
10047899	weight gain
10020466	hungry
10041349	sleepy
10013573	loopy
10047899	gain weight
10016322	not feeling good
10057667	Bi-Polar
10064805	may NOT switch your brain off
10047899	weight gain
10028596	like I'm having a heart attack
10000125	crazy shit in my dreams
10000125	dreams
10002855	anxiety
10016322	zombified
10024264	lethargy
10016322	zombieish
10041349	haze
10000087	stomach hurt
10025482	siiiiiiiiiiiiiiick
10041349	sleepy
10048010	withdrawls
10047899	weight gain
10041349	drowsy
10027951	mood
10033557	heart was hurting
10061920	madness
10053615	burns
10057667	bipolar
10048010	wdrawal
10011401	crohns
10042209	stressful
10034972	sun sensitivity
10003549	zap me of all energy
10047899	gained weight
10043757	thyroid
10028836	Neck ache
10047899	gain 18 kg
10033664	panic attack
10047700	Vomits
10022998	irritable
10047895	lost tons of weight
10047895	wt loss
10047340	vertigo
10020765	sleep
10044565	shakes
10027599	migraines
10020765	sleeping 15 hrs
10022437	sleeping schedule of a fucking vampire
10016256	tired
10027175	forgetting
10016256	tiredness
10027599	migraines
10036018	PEE SO OFTEN
10020765	Just about dead
10041002	sleep paralysis
10019133	hangover
10029898	OCD
10020765	14 hour nap
10033371	pain
10000496	acne
10000125	dream all types of crazy
10006514	grinds the shit out of their teeth
10029412	nightmares
10048010	withdrawal
10021654	portions Prob too big
10016256	tired
10022437	never sleep
10041349	drowsy
10029898	OCD
10061461	impotency
10029412	bad dreams
10027175	holes in my head
10067125	destroyed my liver
10047700	Almost vomited
10019211	headaches
10027175	screwing with my memory
10013781	dry mouth
10046571	uti
10022998	irritability
10061428	no appetite
10013573	dizzy
10061428	rid of my appetite
10019075	see shapes
10058920	RLS
10041349	troubles waking up
10061920	crazy ish
10019211	Headache
10061087	connective tissue
10028596	heart attack
10016322	zombie
10048010	withdrawals
10019211	headache
10009192	veins
10041349	sleepy
10013774	dry eyes
10016322	zombies
10013663	addictive
10020937	numb
10029223	irritating my nerve endings
10015535	Tweaking
10011401	crohns
10061428	can't eat
10025482	sick
10050012	slow
10042033	steven johnson syndrome
10016256	knocks me out
10000125	weird &amp; bizarre dreams
10041349	taken control of my eyes
10025482	feel so Ick
10034719	messed up my attitude
10020642	sweatin
10039897	sedating
10039626	Schizophrenia
10013573	dizziness
10016322	fuzziness
10015535	fucked up
10013663	addiction
10038428	kidneys have been swollen
10015535	jacked up
10029898	OCD
10041349	barely keep my eyes open
10048010	withdrawal
10033371	pain
10040984	messed up my sleep
10048010	coming off Effexor was the worst
10048010	withdrawal
10041349	drowsy
10002368	hating the world
10041349	sleepy
10015535	TWERK ME OUT
10013663	addict
10015037	epilepsy
10048010	withdrawal
10022437	insomina
10048010	withdrawal
10024419	get the horn my life
10057667	bipolar
10021654	just eat, and eat
10016334	hot
10025482	sick
10002855	anxiety
10002942	numb to feel
10029412	bad dreams
10028245	ms
10010264	flare
10024855	passing out
10012378	depression
10028836	pain in neck
10048010	withdrawal
10003988	back pain
10033371	aches
10018304	Glaucoma
10048010	withdrawl
10016256	Chronic Fatigue Sydrome
10028813	nausea
10019070	VOICESINYOURHEAD
10002368	angry
10027374	brain so retarded
10033546	pale
10033371	pain
10016322	Zombiness
10036596	come too fast
10020751	allergic
10047899	weight gain
10015535	high
10033371	PAIN
10062519	light nights sleep
10046735	hives
10020642	sweatin
10048010	withdrawal
10057667	bipolar
10047895	lose @ 10 lbs
10016256	fatigue
10038001	rebound
10029412	nightmares
10041347	sleep walking
10057667	bpd
10028391	shoulder ache
10041349	like wading through treacle getting up
10000125	crazy dreams
10022437	insomnia
10041247	socialanxiety
10036661	priapism
10016322	zombie
10061428	no appetite
10012378	depression
10022437	insomnia
10003988	back pain
10016256	tired
10013496	wreck my head
10015535	high
10022437	All nighter
10019211	headache
10037087	itchy skin
10057667	Bipolar
10041349	nap
10033371	pain
10029412	nightmare
10047899	gained 3stone
10003988	back pain
10040753	sinuses close up
10007737	cataplexy
10022437	can't sleep
10020765	Sleeping my life away
10003549	weak
10016322	don't feel fully human
10016256	tiiiiired
10039897	dopey
10006002	aching bones
10016256	tired
10048010	coming off effexor is NOT fun
10011469	Crying
10020765	sleep for days
10048010	withdrawals
10013573	dizzy
10047899	olanzapine lbs
10047899	weight
10002368	anger
10047899	weight gain
10027374	murdering my mind
10025482	sick
10016759	impossible to cry
10020765	sleep
10013573	lightheadeded
10022437	haven't slept
10013663	addicted
10003246	rheumatoidarthritis
10016326	cold
10013033	feel like I can't even stand
10016330	twice as drunk
10001949	memory loss
10016322	zombie-ness
10048010	withdrawls
10002199	anaphylactic shock
10037844	Rash
10020765	sleep for dayyssss
10047895	lost 17 pounds
10013663	addiction
10015535	tweakin out
10000125	lucidity
10003246	ra
10033775	paraesthesia
10020751	Allergic reaction
10025482	sick
10027940	mood is stable
10024855	passes out
10048010	withdrawals
10012378	depression
10020765	sleep
10022437	not sleeping
10020937	Numbness
10036316	PTSD
10010264	eyes worse
10015090	nose feel like its bleeding
10013663	addiction
10000059	sick to my stomach
10041349	sluggish and groggy
10019063	hallucinate
10041349	nap time
10048010	3 days of hell
10033371	Aches
10047899	gained 40lbs
10048010	with drawls
10048010	withdrawal
10022437	awake
10022998	crabby
10003246	rheum
10016322	zombie
10056465	carb cravings
10013781	dry-mouth
10049119	brain is melting
10052804	tolerance
10003239	joint pain
10047899	weight
10027374	descent into madness
10028813	feel like throwing up
10016322	yucky
10012378	depression.
10016256	Tired
10025482	sick
10003591	ataxia
10048010	withdrawal
10022437	no sleep
10020466	hunger inducing
10020466	hungry
10016256	Exhaustion
10020765	sleep for 11 hours
10000087	stomach cramps
10013663	addict
10020751	allergic reaction
10022524	pre-cutting
10048010	withdrawals
10012218	delirious
10028813	nausea
10022998	torn faced
